2017-11-17 14:14:17.594842	+021.7C
2017-11-17 14:14:27.498882	+021.7C
2017-11-17 14:14:37.403791	+021.7C
2017-11-17 14:14:47.307749	+021.7C
2017-11-17 14:14:57.211769	+021.7C
2017-11-17 14:15:07.116877	+021.7C
2017-11-17 14:15:17.021015	+021.7C
2017-11-17 14:15:26.925877	+021.7C
2017-11-17 14:15:36.830933	+021.7C
2017-11-17 14:15:46.734859	+021.7C
2017-11-17 14:15:56.639785	+021.7C
2017-11-17 14:16:06.544857	+021.7C
2017-11-17 14:16:16.449001	+021.7C
2017-11-17 14:16:26.353862	+021.7C
2017-11-17 14:16:36.258863	+021.7C
2017-11-17 14:16:46.162875	+021.7C
2017-11-17 14:16:56.067899	+021.7C
2017-11-17 14:17:05.971867	+021.7C
2017-11-17 14:17:15.875874	+021.7C
2017-11-17 14:17:25.780976	+021.7C
2017-11-17 14:17:35.685861	+021.7C
2017-11-17 14:17:45.590907	+021.7C
2017-11-17 14:17:55.494879	+021.7C
2017-11-17 14:18:05.398793	+021.7C
2017-11-17 14:18:15.302844	+021.7C
2017-11-17 14:18:25.207907	+021.7C
2017-11-17 14:18:35.111831	+021.8C
2017-11-17 14:18:45.016847	+021.7C
2017-11-17 14:18:54.921895	+021.7C
2017-11-17 14:19:04.826862	+021.7C
2017-11-17 14:19:14.731850	+021.7C
2017-11-17 14:19:24.636850	+021.7C
2017-11-17 14:19:34.541874	+021.8C
2017-11-17 14:19:44.446866	+021.7C
2017-11-17 14:19:54.351897	+021.7C
2017-11-17 14:20:04.256932	+021.8C
2017-11-17 14:20:14.161081	+021.7C
2017-11-17 14:20:24.065775	+021.7C
2017-11-17 14:20:33.970789	+021.7C
2017-11-17 14:20:43.875759	+021.7C
2017-11-17 14:20:53.779788	+021.7C
2017-11-17 14:21:03.684907	+021.7C
2017-11-17 14:21:13.590181	+021.7C
2017-11-17 14:21:23.494904	+021.8C
2017-11-17 14:21:33.399820	+021.7C
2017-11-17 14:21:43.305833	+021.7C
2017-11-17 14:21:53.209866	+021.7C
2017-11-17 14:22:03.114907	+021.7C
2017-11-17 14:22:13.019835	+021.7C
2017-11-17 14:22:22.924959	+021.7C
2017-11-17 14:22:32.829859	+021.8C
2017-11-17 14:22:42.734837	+021.8C
2017-11-17 14:22:52.639841	+021.8C
2017-11-17 14:23:02.544801	+021.8C
2017-11-17 14:23:12.449794	+021.8C
2017-11-17 14:23:22.354860	+021.8C
2017-11-17 14:23:32.259014	+021.8C
2017-11-17 14:23:42.163861	+021.8C
2017-11-17 14:23:52.068370	+021.8C
2017-11-17 14:24:01.973906	+021.8C
2017-11-17 14:24:11.877820	+021.8C
2017-11-17 14:24:21.782884	+021.8C
2017-11-17 14:24:31.687907	+021.8C
2017-11-17 14:24:41.592940	+021.8C
2017-11-17 14:24:51.497903	+021.8C
2017-11-17 14:25:01.402739	+021.8C
2017-11-17 14:25:11.307860	+021.7C
2017-11-17 14:25:21.212776	+021.8C
2017-11-17 14:25:31.117848	+021.7C
2017-11-17 14:25:41.022867	+021.7C
2017-11-17 14:25:50.927863	+021.7C
2017-11-17 14:26:00.832883	+021.7C
2017-11-17 14:26:10.737928	+021.7C
2017-11-17 14:26:20.641840	+021.7C
2017-11-17 14:26:30.547096	+021.7C
2017-11-17 14:26:40.451906	+021.7C
2017-11-17 14:26:50.355845	+021.7C
2017-11-17 14:27:00.260976	+021.7C
2017-11-17 14:27:10.165805	+021.7C
2017-11-17 14:27:20.070201	+021.7C
2017-11-17 14:27:29.975160	+021.7C
2017-11-17 14:27:39.879842	+021.7C
2017-11-17 14:27:49.784859	+021.7C
2017-11-17 14:27:59.689928	+021.7C
2017-11-17 14:28:09.594091	+021.7C
2017-11-17 14:28:19.499905	+021.7C
2017-11-17 14:28:29.404062	+021.7C
2017-11-17 14:28:39.308847	+021.7C
2017-11-17 14:28:49.213800	+021.7C
2017-11-17 14:28:59.118905	+021.7C
2017-11-17 14:29:09.022846	+021.7C
2017-11-17 14:29:18.927810	+021.7C
2017-11-17 14:29:28.832909	+021.7C
2017-11-17 14:29:38.736846	+021.7C
2017-11-17 14:29:48.641865	+021.7C
2017-11-17 14:29:58.546942	+021.7C
2017-11-17 14:30:08.450797	+021.7C
2017-11-17 14:30:18.355883	+021.7C
